img_path,nr_lanes,lane
bdd100k/images/100k/train/298185ad-f90ebe43.jpg,3,2
bdd100k/images/100k/train/2982948f-d628f94b.jpg,1,1
bdd100k/images/100k/train/298726c9-b28ea492.jpg,6,2
bdd100k/images/100k/train/2988a2b2-92e90fc9.jpg,1,1
bdd100k/images/100k/train/298e83cb-241a3608.jpg,3,2
bdd100k/images/100k/train/29adce0d-9ba19f6f.jpg,2,1
bdd100k/images/100k/train/29b61311-fc99c542.jpg,1,1
bdd100k/images/100k/train/29b8128d-05e8893e.jpg,2,2
bdd100k/images/100k/train/29c2d643-fc4da0c3.jpg,1,1
bdd100k/images/100k/train/29c9ca26-77ef4b1a.jpg,3,1
bdd100k/images/100k/train/29d3d36a-2e18a2b8.jpg,2,2
bdd100k/images/100k/train/29ddfe91-ff94cce4.jpg,3,2
bdd100k/images/100k/train/29e436e5-7752dbb1.jpg,3,1
bdd100k/images/100k/train/29e4cf0e-07e06f2b.jpg,2,2
bdd100k/images/100k/train/29e4cf0e-b03f569e.jpg,1,1
bdd100k/images/100k/train/29e4cf0e-d006876b.jpg,1,1
bdd100k/images/100k/train/29ede712-8c0b0a0b.jpg,2,2
bdd100k/images/100k/train/29fea058-12db88e7.jpg,2,1
bdd100k/images/100k/train/29feb9ac-9b0c2196.jpg,4,1
bdd100k/images/100k/train/29feb9ac-f2e89517.jpg,4,1
bdd100k/images/100k/train/2a014c4d-6e86a979.jpg,7,5
bdd100k/images/100k/train/2a014c4d-73c8745c.jpg,2,1
bdd100k/images/100k/train/2a014c4d-de111947.jpg,4,2
bdd100k/images/100k/train/2a0a45df-c9b3e94c.jpg,3,3
bdd100k/images/100k/train/2a0d5d82-e6d1dce7.jpg,3,2
bdd100k/images/100k/train/2a0e00a1-b3745342.jpg,2,1
bdd100k/images/100k/train/2a113dea-8893fc80.jpg,3,1
bdd100k/images/100k/train/2a1306bc-71ec8afd.jpg,4,3
bdd100k/images/100k/train/2a13f82e-a9d9f5dc.jpg,2,2
bdd100k/images/100k/train/2a253698-e5d5dcb2.jpg,4,3
bdd100k/images/100k/train/2a28eafc-1277d7da.jpg,2,1
bdd100k/images/100k/train/2a2a9478-16fcffe7.jpg,2,2
bdd100k/images/100k/train/2a2afaf5-af9725db.jpg,1,1
bdd100k/images/100k/train/2a3e1798-40b989cc.jpg,3,2
bdd100k/images/100k/train/2a484e03-be7802e1.jpg,2,1
bdd100k/images/100k/train/2a48599d-5f20026b.jpg,4,3
bdd100k/images/100k/train/2a48e8ac-9fc466f5.jpg,2,2
bdd100k/images/100k/train/2a490157-1d9c56ae.jpg,4,3
bdd100k/images/100k/train/2a5f51d8-842f3fd8.jpg,1,1
bdd100k/images/100k/train/2a601183-1ead0a5c.jpg,4,1
bdd100k/images/100k/train/2a601183-20f92f6b.jpg,2,1
bdd100k/images/100k/train/2a601183-86c57b2e.jpg,2,2
bdd100k/images/100k/train/2a601183-94ca5927.jpg,2,2
bdd100k/images/100k/train/2a664d12-9c586777.jpg,1,1
bdd100k/images/100k/train/2a67f924-292e5767.jpg,1,1
bdd100k/images/100k/train/2a68bd17-cd27fc76.jpg,3,3
bdd100k/images/100k/train/2a6b9039-e4535f61.jpg,2,2
bdd100k/images/100k/train/2a6eb4e6-3ee7c199.jpg,2,2
bdd100k/images/100k/train/2a76dd2f-c873a00a.jpg,2,1
bdd100k/images/100k/train/2a7a4866-1e19484c.jpg,2,2
bdd100k/images/100k/train/2a7a4866-fec3ee73.jpg,1,1
bdd100k/images/100k/train/2a83318f-527886df.jpg,3,1
bdd100k/images/100k/train/2a8b147f-40a93a22.jpg,3,2
bdd100k/images/100k/train/2a9c24e9-49b4fe10.jpg,1,1
bdd100k/images/100k/train/2ab08a4f-bcc0c172.jpg,1,1
bdd100k/images/100k/train/2ab1684b-cee403ef.jpg,1,1
bdd100k/images/100k/train/2ab26860-c8e8d61c.jpg,1,1
bdd100k/images/100k/train/2ab2f4ce-df73386a.jpg,1,1
bdd100k/images/100k/train/2ab88494-fbe22e04.jpg,2,1
bdd100k/images/100k/train/2ac70663-71f7f9db.jpg,3,2
bdd100k/images/100k/train/2ad1aa4b-603aad12.jpg,4,1
bdd100k/images/100k/train/2ad1aa4b-9852e784.jpg,4,4
bdd100k/images/100k/train/2ad1aa4b-c18b1632.jpg,3,2
bdd100k/images/100k/train/2ad3e070-dae1a426.jpg,2,1
bdd100k/images/100k/train/2ad8324d-3993e716.jpg,1,1
bdd100k/images/100k/train/2aeca9a4-e885f2d1.jpg,4,2
bdd100k/images/100k/train/2aecc356-eddcf69c.jpg,1,1
bdd100k/images/100k/train/2af0bd8f-42d98937.jpg,1,1
bdd100k/images/100k/train/2af548b0-71ed6ba6.jpg,3,2
bdd100k/images/100k/train/2b009473-3ce5bf8b.jpg,2,1
bdd100k/images/100k/train/2b05ceba-74469190.jpg,3,1
bdd100k/images/100k/train/2b05ceba-c7e4066a.jpg,1,1
bdd100k/images/100k/train/2b0bcec0-ea77f7f0.jpg,3,2
bdd100k/images/100k/train/2b136cb2-cd971223.jpg,2,1
bdd100k/images/100k/train/2b217f9f-6df9befc.jpg,2,1
bdd100k/images/100k/train/2b217f9f-82d8dc9e.jpg,3,1
bdd100k/images/100k/train/2b27e010-ed36297a.jpg,4,1
bdd100k/images/100k/train/2b2f20ce-089520a0.jpg,3,1
bdd100k/images/100k/train/2b2f20ce-c60c50ef.jpg,3,1
bdd100k/images/100k/train/2b2fb0eb-2b94d5d9.jpg,2,2
bdd100k/images/100k/train/2b30da97-808ea308.jpg,1,1
bdd100k/images/100k/train/2b3794c6-759241a2.jpg,3,2
bdd100k/images/100k/train/2b395b41-69614481.jpg,6,2
bdd100k/images/100k/train/2b3e17af-6e4c48ce.jpg,3,2
bdd100k/images/100k/train/2b48e850-d2c48489.jpg,4,1
bdd100k/images/100k/train/2b4b9fa9-0446cb93.jpg,1,1
bdd100k/images/100k/train/2b4f08a5-c310291a.jpg,3,2
bdd100k/images/100k/train/2b542a35-10bb18b5.jpg,2,2
bdd100k/images/100k/train/2b54fe2d-c5b810e6.jpg,3,3
bdd100k/images/100k/train/2b605c48-8dfe352b.jpg,2,1
bdd100k/images/100k/train/2b7781fe-df0345f6.jpg,1,1
bdd100k/images/100k/train/2b816b4b-aca281d5.jpg,3,2
bdd100k/images/100k/train/2b8bda5a-6315dad5.jpg,3,2
bdd100k/images/100k/train/2b8f6fda-9f6a3dcb.jpg,1,1
bdd100k/images/100k/train/2b901de6-1fddbe25.jpg,2,2
bdd100k/images/100k/train/2b923350-391b3f53.jpg,4,2
bdd100k/images/100k/train/2b92915d-9b1eedae.jpg,1,1
bdd100k/images/100k/train/2ba7d514-24295084.jpg,3,3
bdd100k/images/100k/train/2ba7d514-c766ba0a.jpg,5,3
bdd100k/images/100k/train/2ba7d514-ed8d53d1.jpg,3,2
bdd100k/images/100k/train/2bc44496-a54d5faf.jpg,4,4
bdd100k/images/100k/train/2bce70c2-a034e870.jpg,2,1
bdd100k/images/100k/train/2bce70c2-ce47ed14.jpg,5,4
bdd100k/images/100k/train/2bce8bd7-88404ac2.jpg,2,2
bdd100k/images/100k/train/2bd75e55-973fcaa7.jpg,1,1
bdd100k/images/100k/train/2bddb06c-3ce049d3.jpg,4,2
bdd100k/images/100k/train/2be09676-e71cd8b7.jpg,4,3
bdd100k/images/100k/train/2be22011-573c9bc6.jpg,4,4
bdd100k/images/100k/train/2be3f831-f767c9e6.jpg,1,1
bdd100k/images/100k/train/2beccce2-18444154.jpg,1,1
bdd100k/images/100k/train/2beccce2-354608e2.jpg,1,1
bdd100k/images/100k/train/2beccce2-bccad95a.jpg,1,1
bdd100k/images/100k/train/2bed41cf-fe76c809.jpg,2,1
bdd100k/images/100k/train/2bf39287-acea0d62.jpg,2,1
bdd100k/images/100k/train/2bf57687-c877ae7a.jpg,4,4
bdd100k/images/100k/train/2c0217be-7fd86560.jpg,2,1
bdd100k/images/100k/train/2c0e6c80-87404f1c.jpg,3,2
bdd100k/images/100k/train/2c0ea11a-69586abb.jpg,4,2
bdd100k/images/100k/train/2c16a9df-bacfcfcd.jpg,4,2
bdd100k/images/100k/train/2c18a4f8-157c3b87.jpg,1,1
bdd100k/images/100k/train/2c20e914-669110e5.jpg,3,1
bdd100k/images/100k/train/2c336fc0-030da3ed.jpg,1,1
bdd100k/images/100k/train/2c3c5770-161cecfd.jpg,2,2
bdd100k/images/100k/train/2c3c5770-2daa7a1c.jpg,2,1
bdd100k/images/100k/train/2c481420-5360e6e9.jpg,2,1
bdd100k/images/100k/train/2c49f9c3-bab89799.jpg,4,3
bdd100k/images/100k/train/2c4c8763-f02c8dbe.jpg,4,3
bdd100k/images/100k/train/2c4d0e3f-2584dcc8.jpg,3,1
bdd100k/images/100k/train/2c4e4802-722b21ea.jpg,1,1
bdd100k/images/100k/train/2c61c56f-0b2807d7.jpg,1,1
bdd100k/images/100k/train/2c7cb78e-7b828c34.jpg,1,1
bdd100k/images/100k/train/2c83efa8-d0cbc03b.jpg,3,2
bdd100k/images/100k/train/2c87e51d-aa7a8031.jpg,3,1
bdd100k/images/100k/train/2c91ad18-d67645c3.jpg,3,1
bdd100k/images/100k/train/2c98f392-b6859fe1.jpg,5,4
bdd100k/images/100k/train/2c9f97e9-69fd93e7.jpg,1,1
bdd100k/images/100k/train/2ca64563-ec12fc63.jpg,2,1
bdd100k/images/100k/train/2cb1a733-af6b9769.jpg,1,1
bdd100k/images/100k/train/2cb5f154-95f3d525.jpg,3,1
bdd100k/images/100k/train/2cbcb585-16884720.jpg,1,1
bdd100k/images/100k/train/2cbcb585-477df22d.jpg,1,1
bdd100k/images/100k/train/2cd1cd35-b7cbb14d.jpg,2,2
bdd100k/images/100k/train/2cd2a47f-ae6762ef.jpg,2,1
bdd100k/images/100k/train/2ce0b449-e818dc97.jpg,4,3
bdd100k/images/100k/train/2ce5e0fc-215ab40b.jpg,4,2
bdd100k/images/100k/train/2ce6b94f-20deca48.jpg,1,1
bdd100k/images/100k/train/2ce6b94f-d1a616aa.jpg,2,1
bdd100k/images/100k/train/2ce85838-e1619de4.jpg,3,2
bdd100k/images/100k/train/2cf976a2-479cd46b.jpg,3,2
bdd100k/images/100k/train/2d06ca6b-5c2fc141.jpg,2,1
bdd100k/images/100k/train/2d0a605c-4e010727.jpg,2,2
bdd100k/images/100k/train/2d168a3b-9f4910e1.jpg,3,2
bdd100k/images/100k/train/2d184c21-0d33dfa7.jpg,4,3
bdd100k/images/100k/train/2d1a096a-87a2f809.jpg,2,1
bdd100k/images/100k/train/2d1f845e-db80f8c8.jpg,4,4
bdd100k/images/100k/train/2d28fe39-57e4a51f.jpg,3,2
bdd100k/images/100k/train/2d378761-a768f035.jpg,3,3
bdd100k/images/100k/train/2d378761-e8770dfe.jpg,2,2
bdd100k/images/100k/train/2d3a0b08-68b0ab6f.jpg,4,3
bdd100k/images/100k/train/2d447c6d-b611fde7.jpg,3,3
bdd100k/images/100k/train/2d4c4224-b9978651.jpg,1,1
bdd100k/images/100k/train/2d522831-d089f33b.jpg,3,1
bdd100k/images/100k/train/2d5a778c-f7c75a42.jpg,3,1
bdd100k/images/100k/train/2d5aa536-f7f1659b.jpg,4,2
bdd100k/images/100k/train/2d6bc1ca-3841f3a2.jpg,3,2
bdd100k/images/100k/train/2d886e65-42154730.jpg,2,2
bdd100k/images/100k/train/2d8cc2f6-b6655391.jpg,1,1
bdd100k/images/100k/train/2d8ccb37-29eb711a.jpg,3,2
bdd100k/images/100k/train/2d8d687c-86723038.jpg,3,3
bdd100k/images/100k/train/2d8d687c-a17c56d5.jpg,3,2
bdd100k/images/100k/train/2d8ea452-b64971bb.jpg,3,3
bdd100k/images/100k/train/2d930518-b2aa145a.jpg,1,1
bdd100k/images/100k/train/2d9bdff1-fe071977.jpg,3,2
bdd100k/images/100k/train/2d9f7c7e-a8e03d7f.jpg,1,1
bdd100k/images/100k/train/2da06241-c546422b.jpg,3,1
bdd100k/images/100k/train/2dad39d4-a1553f58.jpg,3,1
bdd100k/images/100k/train/2db2ae94-89514b88.jpg,1,1
bdd100k/images/100k/train/2dbe0141-eb50aa0b.jpg,1,1
bdd100k/images/100k/train/2dc30b68-5ff60fc7.jpg,1,1
bdd100k/images/100k/train/2dc745eb-14ddfeb4.jpg,1,1
bdd100k/images/100k/train/2dc83489-92589902.jpg,2,1
bdd100k/images/100k/train/2dd3abc7-01e40193.jpg,2,1
bdd100k/images/100k/train/2dd96c44-235df866.jpg,3,1
bdd100k/images/100k/train/2ddbd226-117d7f38.jpg,1,1
bdd100k/images/100k/train/2dee399e-e8648623.jpg,1,1
bdd100k/images/100k/train/2df1f136-92a69045.jpg,3,1
bdd100k/images/100k/train/2dfcc117-d17c619f.jpg,4,1
bdd100k/images/100k/train/2e05d9a8-39c45b46.jpg,3,3
bdd100k/images/100k/train/2e05d9a8-abb278f1.jpg,4,4
bdd100k/images/100k/train/2e16d436-ce4fce25.jpg,2,1
bdd100k/images/100k/train/2e1bcb56-a7e15a37.jpg,2,1
bdd100k/images/100k/train/2e1e3eaa-5d8d8276.jpg,4,1
bdd100k/images/100k/train/2e23e0e6-999772da.jpg,3,1
bdd100k/images/100k/train/2e23e0e6-dff9c4d4.jpg,3,2
bdd100k/images/100k/train/2e23e76a-f15a70c1.jpg,2,1
bdd100k/images/100k/train/2e2fae77-b7497ca0.jpg,3,2
bdd100k/images/100k/train/2e3061c1-0a3c4317.jpg,1,1
bdd100k/images/100k/train/2e3061c1-289f3c93.jpg,2,1
bdd100k/images/100k/train/2e3061c1-30f33573.jpg,1,1
bdd100k/images/100k/train/2e320e19-c27301c4.jpg,2,2
bdd100k/images/100k/train/2e3a0d47-9ba4d021.jpg,3,2
bdd100k/images/100k/train/2e3e1281-8ba88bd9.jpg,2,2
bdd100k/images/100k/train/2e409415-8d34c98c.jpg,2,2
bdd100k/images/100k/train/2e491665-c763d2e2.jpg,3,2
bdd100k/images/100k/train/2e51558a-2e3724cc.jpg,3,2
bdd100k/images/100k/train/2e51558a-66c83ed1.jpg,5,2
bdd100k/images/100k/train/2e51558a-cc87346e.jpg,2,2
bdd100k/images/100k/train/2e54b87c-9e02b648.jpg,1,1
bdd100k/images/100k/train/2e598e8d-796f418a.jpg,1,1
bdd100k/images/100k/train/2e5a625e-190b3904.jpg,3,2
bdd100k/images/100k/train/2e5ae824-55520bfb.jpg,3,1
bdd100k/images/100k/train/2e5d02f0-6f202ad0.jpg,2,1
bdd100k/images/100k/train/2e5ec45d-8893d4cb.jpg,1,1
bdd100k/images/100k/train/2e71f7e9-dbc3d2c6.jpg,1,1
bdd100k/images/100k/train/2e72ac5f-dcdac120.jpg,1,1
bdd100k/images/100k/train/2e748b73-4f762718.jpg,4,1
bdd100k/images/100k/train/2e748b73-fec0f034.jpg,3,1
bdd100k/images/100k/train/2e7cbf8e-3f583897.jpg,3,3
bdd100k/images/100k/train/2e7d0ab9-61685e99.jpg,2,1
bdd100k/images/100k/train/2e7d6922-ff3fb89a.jpg,2,2
bdd100k/images/100k/train/2e817b1a-c1b550eb.jpg,5,2
bdd100k/images/100k/train/2e896c59-cd462ff7.jpg,3,3
bdd100k/images/100k/train/2e8bd853-3a4461b9.jpg,3,1
bdd100k/images/100k/train/2e8efd29-2ea94a46.jpg,2,1
bdd100k/images/100k/train/2e8f5cad-264027ca.jpg,3,2
bdd100k/images/100k/train/2e94d134-2d5ce3b9.jpg,2,2
bdd100k/images/100k/train/2e992f2c-29039a70.jpg,2,1
bdd100k/images/100k/train/2e9d2f92-05d818a4.jpg,3,1
bdd100k/images/100k/train/2e9d2f92-3934176a.jpg,2,1
bdd100k/images/100k/train/2e9d2f92-efcd8082.jpg,3,2
bdd100k/images/100k/train/2e9f5b16-40965200.jpg,6,2
bdd100k/images/100k/train/2e9f5b16-6ea7c9db.jpg,4,2
bdd100k/images/100k/train/2e9fa1c3-1df40087.jpg,3,1
bdd100k/images/100k/train/2ea16819-c14d541f.jpg,4,1
bdd100k/images/100k/train/2ea5c562-90f2a31c.jpg,4,3
bdd100k/images/100k/train/2ea5f89d-9fed14ac.jpg,1,1
bdd100k/images/100k/train/2eac83bd-d26c75e3.jpg,3,2
bdd100k/images/100k/train/2eaca1db-0cbd9d42.jpg,2,2
bdd100k/images/100k/train/2ead8042-2493c03f.jpg,3,2
bdd100k/images/100k/train/2ead8042-98e1c545.jpg,4,2
bdd100k/images/100k/train/2eb2ada6-cf69707d.jpg,2,1
bdd100k/images/100k/train/2eb8f860-8beb7d36.jpg,3,1
bdd100k/images/100k/train/2ec0b931-f577e549.jpg,1,1
bdd100k/images/100k/train/2ec2a9a0-72c3bbc4.jpg,3,1
bdd100k/images/100k/train/2ee0e392-6b08a335.jpg,5,1
bdd100k/images/100k/train/2ee2d1f6-93cbcc6c.jpg,1,1
bdd100k/images/100k/train/2eeb7462-f5de7922.jpg,2,2
bdd100k/images/100k/train/2eec7a7b-424c085f.jpg,3,1
bdd100k/images/100k/train/2eec7a7b-eb89a4a9.jpg,2,1
bdd100k/images/100k/train/2eec7a7b-fd491aee.jpg,3,2
bdd100k/images/100k/train/2ef6a42c-b8610966.jpg,4,3
bdd100k/images/100k/train/2efc2cb4-dc983788.jpg,2,1
bdd100k/images/100k/train/2f02d459-19d1999d.jpg,3,1
bdd100k/images/100k/train/2f08fdcf-992d43ee.jpg,3,1
bdd100k/images/100k/train/2f09a530-9566a0f6.jpg,1,1
bdd100k/images/100k/train/2f0a2815-13d3568e.jpg,2,1
bdd100k/images/100k/train/2f0cde9a-26e8e371.jpg,1,1
bdd100k/images/100k/train/2f0e55f5-87f47cb5.jpg,3,2
bdd100k/images/100k/train/2f0eccda-9c3e1108.jpg,2,1
bdd100k/images/100k/train/2f0eccda-b9df18c7.jpg,3,2
bdd100k/images/100k/train/2f1864c1-1a17d11c.jpg,4,2
bdd100k/images/100k/train/2f1b0278-c688a1a3.jpg,3,3
bdd100k/images/100k/train/2f1c3771-2e2e8fc3.jpg,3,1
bdd100k/images/100k/train/2f1fd709-426a91cf.jpg,3,2
bdd100k/images/100k/train/2f25399c-2ecdc373.jpg,2,1
bdd100k/images/100k/train/2f25399c-379d6311.jpg,1,1
bdd100k/images/100k/train/2f25b840-10d6c656.jpg,3,3
bdd100k/images/100k/train/2f3aeb76-158d8033.jpg,1,1
bdd100k/images/100k/train/2f3aeb76-795c7a57.jpg,3,3
bdd100k/images/100k/train/2f3aeb76-85763f86.jpg,1,1
bdd100k/images/100k/train/2f3c15e7-7806d563.jpg,2,1
bdd100k/images/100k/train/2f477b2a-351ea1c0.jpg,2,1
bdd100k/images/100k/train/2f477b2a-561cbf2d.jpg,5,2
bdd100k/images/100k/train/2f477b2a-b1517ede.jpg,3,2
bdd100k/images/100k/train/2f477b2a-bb15bb7c.jpg,3,1
bdd100k/images/100k/train/2f48d14f-d6eefd12.jpg,3,3
bdd100k/images/100k/train/2f49cdcb-d4adb0e1.jpg,2,1
bdd100k/images/100k/train/2f575054-a17e2bb2.jpg,5,2
bdd100k/images/100k/train/2f71857b-8bfa2264.jpg,2,2
bdd100k/images/100k/train/2f755d79-8a93679e.jpg,1,1
bdd100k/images/100k/train/2f81b100-1eeabfd9.jpg,3,1
bdd100k/images/100k/train/2f879dc0-b09e4824.jpg,4,3
bdd100k/images/100k/train/2f8938b9-e4ae0225.jpg,1,1
bdd100k/images/100k/train/2f9a7224-0932e925.jpg,2,1
bdd100k/images/100k/train/2f9b296d-56c0fd80.jpg,1,1
bdd100k/images/100k/train/2f9dcba9-f1f422c9.jpg,3,3
bdd100k/images/100k/train/2f9fd95e-2eb2d24c.jpg,2,2
bdd100k/images/100k/train/2fa02ad3-edb260d9.jpg,1,1
bdd100k/images/100k/train/2fa619b6-4effd428.jpg,2,1
bdd100k/images/100k/train/2fa74756-2cb93577.jpg,4,1
bdd100k/images/100k/train/2fa84e1a-aff77d5f.jpg,3,3
bdd100k/images/100k/train/2faba7d4-86e63fed.jpg,3,3
bdd100k/images/100k/train/2fad2d43-ddad543e.jpg,3,3
bdd100k/images/100k/train/2fb3676e-2dbee32a.jpg,3,2
bdd100k/images/100k/train/2fb3676e-fd69d255.jpg,2,2
bdd100k/images/100k/train/2fb42b0c-d8e97175.jpg,2,2
bdd100k/images/100k/train/2fbb8081-5f532afb.jpg,2,1
bdd100k/images/100k/train/2fbe84b7-2041476f.jpg,2,2
bdd100k/images/100k/train/2fc55ba6-fa385618.jpg,1,1
bdd100k/images/100k/train/2fc9ad1e-9e5ff544.jpg,1,1
bdd100k/images/100k/train/2fc9ad1e-ee4c9e43.jpg,5,3
bdd100k/images/100k/train/2fccb349-30161856.jpg,4,3
bdd100k/images/100k/train/2fd7f707-747b7dcc.jpg,3,2
bdd100k/images/100k/train/2fdcceaa-6fd41954.jpg,4,3
bdd100k/images/100k/train/2fdcceaa-c982a6ae.jpg,1,1
bdd100k/images/100k/train/2fea2c95-2864b2a6.jpg,4,3
bdd100k/images/100k/train/300629e2-b3595a53.jpg,1,1
bdd100k/images/100k/train/3006450c-20bcc415.jpg,2,2
bdd100k/images/100k/train/3010d4be-e0fd23d4.jpg,3,1
bdd100k/images/100k/train/3010f0f4-eb755ccd.jpg,3,3
bdd100k/images/100k/train/30149ff6-5dcc169e.jpg,1,1
bdd100k/images/100k/train/301961be-1bc14f5e.jpg,1,1
bdd100k/images/100k/train/3019c693-170dd60f.jpg,3,2
bdd100k/images/100k/train/301a239f-1f3767b1.jpg,3,1
bdd100k/images/100k/train/301d7f0e-b7e3dc9e.jpg,2,1
bdd100k/images/100k/train/301fc656-5bd69da7.jpg,4,1
bdd100k/images/100k/train/301fc656-8b60345b.jpg,4,2
bdd100k/images/100k/train/30207fd0-71b0c54e.jpg,1,1
bdd100k/images/100k/train/3033fc21-12748b1e.jpg,3,2
bdd100k/images/100k/train/303d5b4d-9cf71ef0.jpg,1,1
bdd100k/images/100k/train/3043475a-53fbb9ff.jpg,1,1
bdd100k/images/100k/train/3043475a-e8e9c91f.jpg,1,1
bdd100k/images/100k/train/3043475a-ec23bda7.jpg,1,1
bdd100k/images/100k/train/3043475a-f9535abe.jpg,1,1
bdd100k/images/100k/train/304aecd8-f510588f.jpg,2,1
bdd100k/images/100k/train/304e5dfd-a7c8b1d7.jpg,3,1
bdd100k/images/100k/train/3050b249-0ffbd6ec.jpg,2,1
bdd100k/images/100k/train/3050b249-68880b16.jpg,3,3
bdd100k/images/100k/train/307ce959-b55ab09a.jpg,1,1
bdd100k/images/100k/train/30853278-13d158f8.jpg,1,1
bdd100k/images/100k/train/308dbb84-1426565e.jpg,4,3
bdd100k/images/100k/train/309115b5-d22a60ff.jpg,1,1
bdd100k/images/100k/train/30a0a9e1-11e46afa.jpg,3,1
bdd100k/images/100k/train/30a1afd5-5c421521.jpg,4,2
bdd100k/images/100k/train/30a1afd5-a3becb22.jpg,1,1
bdd100k/images/100k/train/30a98b38-fa69f028.jpg,3,1
bdd100k/images/100k/train/30ab8f70-fe717d15.jpg,2,2
bdd100k/images/100k/train/30abf3af-37d3ae1d.jpg,3,1
bdd100k/images/100k/train/30b16a45-9c59a49b.jpg,1,1
bdd100k/images/100k/train/30b6cf22-0c9574ea.jpg,4,1
bdd100k/images/100k/train/30b6cf22-2b2e8a4b.jpg,1,1
bdd100k/images/100k/train/30b6cf22-48ab2257.jpg,4,3
bdd100k/images/100k/train/30d3b8f3-37c53384.jpg,7,4
bdd100k/images/100k/train/30d97ae6-6db3287d.jpg,1,1
bdd100k/images/100k/train/30d99cd8-b8e24fa4.jpg,1,1
bdd100k/images/100k/train/30db74a7-e558c123.jpg,4,3
bdd100k/images/100k/train/30df165b-64cda804.jpg,3,3
bdd100k/images/100k/train/30e7b626-207407a1.jpg,1,1
bdd100k/images/100k/train/30e841ed-14654d64.jpg,1,1
bdd100k/images/100k/train/30eac6e0-0294f71a.jpg,3,1
bdd100k/images/100k/train/30eccea9-01268359.jpg,2,1
bdd100k/images/100k/train/30eccea9-7b207ff3.jpg,2,2
bdd100k/images/100k/train/30eccea9-bcad610f.jpg,2,2
bdd100k/images/100k/train/30f1a710-2380f051.jpg,2,1
bdd100k/images/100k/train/30f1a710-74001711.jpg,3,1
bdd100k/images/100k/train/30f1a710-c5783ac1.jpg,3,2
bdd100k/images/100k/train/30f47a05-a182bd0f.jpg,2,1
bdd100k/images/100k/train/30ffcb6c-555ecbb3.jpg,2,2
bdd100k/images/100k/train/3100e8a0-546dbc4f.jpg,3,2
bdd100k/images/100k/train/3103a667-f59ff0c4.jpg,4,3
bdd100k/images/100k/train/3103aaf8-0434bc60.jpg,4,2
bdd100k/images/100k/train/3103aaf8-6844a500.jpg,3,3
bdd100k/images/100k/train/3103d1b2-ed19c894.jpg,2,2
bdd100k/images/100k/train/3103e438-2aa1fd29.jpg,4,2
bdd100k/images/100k/train/310810cf-09afb484.jpg,3,1
bdd100k/images/100k/train/31081723-b51998d4.jpg,1,1
bdd100k/images/100k/train/310b01e6-7b0cf4e7.jpg,4,2
bdd100k/images/100k/train/31134777-05a68a69.jpg,3,3
bdd100k/images/100k/train/3114aa42-9729491d.jpg,3,1
bdd100k/images/100k/train/312dcf52-7adf0088.jpg,2,1
bdd100k/images/100k/train/313108dc-23e8aff0.jpg,5,4
bdd100k/images/100k/train/313108dc-8b347058.jpg,1,1
bdd100k/images/100k/train/313445a8-a8636186.jpg,3,2
bdd100k/images/100k/train/313a8774-57c462ee.jpg,1,1
bdd100k/images/100k/train/313ed93b-30c7dfc1.jpg,1,1
bdd100k/images/100k/train/313f7296-cb99cead.jpg,2,1
bdd100k/images/100k/train/31437cc4-2ff33ea4.jpg,3,1
bdd100k/images/100k/train/3144b325-c1f560ec.jpg,2,2
bdd100k/images/100k/train/3149e4a4-f5beb661.jpg,2,1
bdd100k/images/100k/train/314cc010-3eab5c90.jpg,5,3
bdd100k/images/100k/train/314cfc6c-a85121b6.jpg,3,2
bdd100k/images/100k/train/314db341-83c6a381.jpg,1,1
bdd100k/images/100k/train/314f962f-af94c8e4.jpg,3,2
bdd100k/images/100k/train/31547885-e8e7f4b3.jpg,2,2
bdd100k/images/100k/train/31592d2c-5442e2af.jpg,2,2
bdd100k/images/100k/train/315dd013-76548104.jpg,2,1
bdd100k/images/100k/train/315e26f6-32ed9eb0.jpg,3,2
bdd100k/images/100k/train/31675833-d9022367.jpg,3,1
bdd100k/images/100k/train/316dcb72-1319dd74.jpg,5,4
bdd100k/images/100k/train/31765c6b-90b0d612.jpg,3,2
bdd100k/images/100k/train/31782a56-7f606e08.jpg,5,2
bdd100k/images/100k/train/317a1020-744132ab.jpg,1,1
bdd100k/images/100k/train/317b95df-9efc5071.jpg,4,2
bdd100k/images/100k/train/31817fbb-4ee1142d.jpg,3,2
bdd100k/images/100k/train/31a66974-be3e63b7.jpg,1,1
bdd100k/images/100k/train/31ae5d25-8f7910d0.jpg,1,1
bdd100k/images/100k/train/31b3a4ce-524f07ab.jpg,4,1
bdd100k/images/100k/train/31b7487a-0271ab86.jpg,2,1
bdd100k/images/100k/train/31bbbe11-34d3ccba.jpg,1,1
bdd100k/images/100k/train/31bfa9ba-215a5ac8.jpg,1,1
bdd100k/images/100k/train/31c13fad-b6e9ea37.jpg,3,1
bdd100k/images/100k/train/31c1e0de-77e6f8ba.jpg,2,2
bdd100k/images/100k/train/31c529b1-92a1c226.jpg,1,1
bdd100k/images/100k/train/31c82271-83d5bf0d.jpg,3,1
bdd100k/images/100k/train/31c856f3-7dbe2a3d.jpg,1,1
bdd100k/images/100k/train/31ca7eb9-7c5f0d45.jpg,1,1
bdd100k/images/100k/train/31cf6eba-5c84c636.jpg,2,1
bdd100k/images/100k/train/31f0e42e-28d74188.jpg,3,2
bdd100k/images/100k/train/320608e7-0c8fcdff.jpg,3,2
